prompt_id,image_id,prompt,image_path,parse_success,csr_obj,csr_attr,csr_rel,csr_count,csr_text,csr_all,violations,perception,clip_score
p0104,seed_2,A purple hat is on a brown table.,outputs/images/p0104/seed_2.png,True,0.5,0.0,0.0,,,0.16666666666666666,"['missing object: table', 'attribute mismatch: hat should be purple', 'attribute mismatch: table should be brown', 'relation mismatch: hat on table']","{'objects': ['hat', 'stand'], 'attributes': [{'object': 'hat', 'attribute': 'color', 'value': 'purple'}, {'object': 'hat', 'attribute': 'shape', 'value': 'wide-brimmed'}, {'object': 'stand', 'attribute': 'material', 'value': 'transparent'}], 'relations': [{'subject': 'hat', 'relation': 'on', 'object': 'stand'}, {'subject': 'stand', 'relation': 'under', 'object': 'hat'}], 'count': [{'object': 'hat', 'number': 1}, {'object': 'stand', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.34471940994262695
p0104,seed_3,A purple hat is on a brown table.,outputs/images/p0104/seed_3.png,True,0.5,0.0,1.0,,,0.5,"['missing object: table', 'attribute mismatch: hat should be purple', 'attribute mismatch: table should be brown']","{'objects': ['hat'], 'attributes': [{'object': 'hat', 'attribute': 'color', 'value': 'purple'}, {'object': 'hat', 'attribute': 'ribbon', 'value': 'brown'}], 'relations': [{'subject': 'hat', 'relation': 'on', 'object': 'table'}], 'count': [{'object': 'hat', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3469107151031494
p0105,seed_0,A black camera is in front of a red backpack.,outputs/images/p0105/seed_0.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: camera in_front_of backpack'],"{'objects': ['camera', 'lens', 'phone', 'backpack', 'filter', 'flash', 'strap'], 'attributes': [{'object': 'camera', 'attribute': 'black'}, {'object': 'lens', 'attribute': 'black'}, {'object': 'phone', 'attribute': 'white'}, {'object': 'backpack', 'attribute': 'red'}, {'object': 'filter', 'attribute': 'black'}, {'object': 'flash', 'attribute': 'black'}, {'object': 'strap', 'attribute': 'black'}], 'relations': [{'subject': 'camera', 'relation': 'left_of', 'object': 'lens'}, {'subject': 'phone', 'relation': 'left_of', 'object': 'lens'}, {'subject': 'backpack', 'relation': 'right_of', 'object': 'lens'}, {'subject': 'filter', 'relation': 'under', 'object': 'backpack'}, {'subject': 'flash', 'relation': 'under', 'object': 'backpack'}, {'subject': 'strap', 'relation': 'beside', 'object': 'backpack'}], 'count': [{'object': 'camera', 'number': 4}, {'object': 'lens', 'number': 2}, {'object': 'phone', 'number': 1}, {'object': 'backpack', 'number': 2}, {'object': 'filter', 'number': 1}, {'object': 'flash', 'number': 1}, {'object': 'strap', 'number': 2}], 'ocr_text': ['D80', 'Nikon'], 'uncertain': []}",0.3126070499420166
p0105,seed_1,A black camera is in front of a red backpack.,outputs/images/p0105/seed_1.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: camera in_front_of backpack'],"{'objects': ['camera', 'lens', 'backpack', 'small backpack'], 'attributes': [{'object': 'camera', 'attribute': 'black'}, {'object': 'lens', 'attribute': 'black'}, {'object': 'backpack', 'attribute': 'red'}, {'object': 'small backpack', 'attribute': 'red'}], 'relations': [{'subject': 'camera', 'relation': 'left_of', 'object': 'backpack'}, {'subject': 'lens', 'relation': 'left_of', 'object': 'camera'}, {'subject': 'small backpack', 'relation': 'right_of', 'object': 'backpack'}], 'count': [{'object': 'camera', 'number': 1}, {'object': 'lens', 'number': 1}, {'object': 'backpack', 'number': 1}, {'object': 'small backpack', 'number': 1}], 'ocr_text': ['SAMSUNG'], 'uncertain': []}",0.31934016942977905
p0105,seed_2,A black camera is in front of a red backpack.,outputs/images/p0105/seed_2.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: camera in_front_of backpack'],"{'objects': ['camera', 'tripod', 'backpack', 'lens case'], 'attributes': [{'object': 'camera', 'attribute': 'black'}, {'object': 'tripod', 'attribute': 'black'}, {'object': 'backpack', 'attribute': 'red'}, {'object': 'lens case', 'attribute': 'black'}], 'relations': [{'subject': 'camera', 'relation': 'on', 'object': 'tripod'}, {'subject': 'backpack', 'relation': 'on', 'object': 'camera'}, {'subject': 'lens case', 'relation': 'beside', 'object': 'camera'}], 'count': [{'object': 'camera', 'number': 1}, {'object': 'tripod', 'number': 1}, {'object': 'backpack', 'number': 1}, {'object': 'lens case', 'number': 1}], 'ocr_text': ['KOD'], 'uncertain': []}",0.33925774693489075
p0105,seed_3,A black camera is in front of a red backpack.,outputs/images/p0105/seed_3.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: camera in_front_of backpack'],"{'objects': ['camera', 'tripod', 'backpack'], 'attributes': [{'object': 'camera', 'attribute': 'black'}, {'object': 'tripod', 'attribute': 'black'}, {'object': 'backpack', 'attribute': 'red'}], 'relations': [{'subject': 'camera', 'relation': 'on', 'object': 'tripod'}, {'subject': 'backpack', 'relation': 'behind', 'object': 'camera'}], 'count': [{'object': 'camera', 'number': 1}, {'object': 'tripod', 'number': 1}, {'object': 'backpack', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3439422845840454
p0106,seed_0,A blue umbrella is above a gray bench.,outputs/images/p0106/seed_0.png,True,1.0,0.0,1.0,,,0.6666666666666666,"['attribute mismatch: umbrella should be blue', 'attribute mismatch: bench should be gray']","{'objects': ['bench', 'umbrella'], 'attributes': [{'object': 'bench', 'attribute': 'color', 'value': 'blue'}, {'object': 'umbrella', 'attribute': 'color', 'value': 'blue'}], 'relations': [{'subject': 'umbrella', 'relation': 'above', 'object': 'bench'}], 'count': [{'object': 'bench', 'number': 1}, {'object': 'umbrella', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.36076927185058594
p0106,seed_1,A blue umbrella is above a gray bench.,outputs/images/p0106/seed_1.png,True,1.0,0.5,0.0,,,0.5,"['attribute mismatch: bench should be gray', 'relation mismatch: umbrella above bench']","{'objects': ['bench', 'umbrella', 'tree', 'building'], 'attributes': [{'object': 'bench', 'color': 'blue'}, {'object': 'bench', 'color': 'black'}, {'object': 'umbrella', 'color': 'blue'}, {'object': 'tree', 'color': 'green'}, {'object': 'building', 'color': 'gray'}], 'relations': [{'subject': 'bench', 'relation': 'left_of', 'object': 'umbrella'}, {'subject': 'bench', 'relation': 'right_of', 'object': 'umbrella'}, {'subject': 'bench', 'relation': 'behind', 'object': 'umbrella'}, {'subject': 'tree', 'relation': 'behind', 'object': 'bench'}, {'subject': 'building', 'relation': 'behind', 'object': 'bench'}], 'count': [{'object': 'bench', 'number': 3}, {'object': 'tree', 'number': 3}], 'ocr_text': [], 'uncertain': []}",0.36640435457229614
p0106,seed_2,A blue umbrella is above a gray bench.,outputs/images/p0106/seed_2.png,True,1.0,0.0,1.0,,,0.6666666666666666,"['attribute mismatch: umbrella should be blue', 'attribute mismatch: bench should be gray']","{'objects': ['bench', 'umbrella'], 'attributes': [{'object': 'bench', 'attribute': 'color', 'value': 'light blue'}, {'object': 'umbrella', 'attribute': 'color', 'value': 'blue'}], 'relations': [{'subject': 'umbrella', 'relation': 'above', 'object': 'bench'}], 'count': [{'object': 'bench', 'number': 1}, {'object': 'umbrella', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.38863855600357056
p0106,seed_3,A blue umbrella is above a gray bench.,outputs/images/p0106/seed_3.png,True,1.0,0.5,1.0,,,0.8333333333333334,['attribute mismatch: bench should be gray'],"{'objects': ['bench', 'umbrella', 'tree'], 'attributes': [{'object': 'bench', 'attribute': 'black'}, {'object': 'umbrella', 'attribute': 'blue'}, {'object': 'tree', 'attribute': 'green leaves'}], 'relations': [{'subject': 'umbrella', 'relation': 'above', 'object': 'bench'}, {'subject': 'tree', 'relation': 'right_of', 'object': 'bench'}], 'count': [{'object': 'bench', 'number': 1}, {'object': 'umbrella', 'number': 1}, {'object': 'tree', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.38494282960891724
p0107,seed_0,A pink flower is inside a green vase.,outputs/images/p0107/seed_0.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['flower', 'vase'], 'attributes': [{'object': 'flower', 'attribute': 'pink'}, {'object': 'vase', 'attribute': 'green'}], 'relations': [{'subject': 'flower', 'relation': 'in', 'object': 'vase'}, {'subject': 'flower', 'relation': 'left_of', 'object': 'flower'}], 'count': [{'object': 'flower', 'number': 2}, {'object': 'vase', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3232848048210144
p0107,seed_1,A pink flower is inside a green vase.,outputs/images/p0107/seed_1.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['flower', 'vase'], 'attributes': [{'object': 'flower', 'attribute': 'pink'}, {'object': 'vase', 'attribute': 'green'}], 'relations': [{'subject': 'flower', 'relation': 'in', 'object': 'vase'}], 'count': [{'object': 'flowers', 'number': 1}, {'object': 'vases', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.34820395708084106
p0107,seed_2,A pink flower is inside a green vase.,outputs/images/p0107/seed_2.png,True,1.0,0.0,1.0,,,0.6666666666666666,"['attribute mismatch: flower should be pink', 'attribute mismatch: vase should be green']","{'objects': ['flower', 'vase'], 'attributes': [{'object': 'flower', 'attribute': 'color', 'value': 'pink'}, {'object': 'vase', 'attribute': 'color', 'value': 'green'}], 'relations': [{'subject': 'flower', 'relation': 'in', 'object': 'vase'}], 'count': [{'object': 'flowers', 'number': 1}, {'object': 'vases', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3474491238594055
p0107,seed_3,A pink flower is inside a green vase.,outputs/images/p0107/seed_3.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['flower', 'vase'], 'attributes': [{'object': 'flower', 'attribute': 'pink'}, {'object': 'vase', 'attribute': 'green'}], 'relations': [{'subject': 'flower', 'relation': 'in', 'object': 'vase'}, {'subject': 'vase', 'relation': 'on', 'object': 'surface'}], 'count': [{'object': 'flower', 'number': 3}, {'object': 'vase', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.33886879682540894
p0108,seed_0,A silver laptop is on a wooden desk.,outputs/images/p0108/seed_0.png,True,0.5,0.0,0.0,,,0.16666666666666666,"['missing object: desk', 'attribute mismatch: laptop should be silver', 'attribute mismatch: desk should be wooden', 'relation mismatch: laptop on desk']","{'objects': ['laptop'], 'attributes': [{'object': 'laptop', 'attribute': 'color', 'value': 'silver'}, {'object': 'laptop', 'attribute': 'brand', 'value': 'Apple'}], 'relations': [{'subject': 'laptop', 'relation': 'on', 'object': 'wooden surface'}], 'count': [{'object': 'laptop', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3006303906440735
p0108,seed_1,A silver laptop is on a wooden desk.,outputs/images/p0108/seed_1.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['laptop', 'plant', 'desk', 'window', 'curtain'], 'attributes': [{'object': 'laptop', 'attribute': 'silver'}, {'object': 'plant', 'attribute': 'green'}, {'object': 'desk', 'attribute': 'wooden'}, {'object': 'window', 'attribute': 'white frame'}, {'object': 'curtain', 'attribute': 'white'}], 'relations': [{'subject': 'laptop', 'relation': 'on', 'object': 'desk'}, {'subject': 'plant', 'relation': 'behind', 'object': 'laptop'}, {'subject': 'window', 'relation': 'right_of', 'object': 'laptop'}, {'subject': 'curtain', 'relation': 'in_front_of', 'object': 'window'}], 'count': [{'object': 'laptop', 'number': 1}, {'object': 'plant', 'number': 1}, {'object': 'desk', 'number': 1}, {'object': 'window', 'number': 1}, {'object': 'curtain', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.307964026927948
p0108,seed_2,A silver laptop is on a wooden desk.,outputs/images/p0108/seed_2.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['laptop', 'desk', 'wall'], 'attributes': [{'object': 'laptop', 'attribute': 'silver'}, {'object': 'desk', 'attribute': 'wooden'}, {'object': 'wall', 'attribute': 'wooden'}], 'relations': [{'subject': 'laptop', 'relation': 'on', 'object': 'desk'}, {'subject': 'desk', 'relation': 'beside', 'object': 'wall'}], 'count': [{'object': 'cables', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.2856963276863098
p0108,seed_3,A silver laptop is on a wooden desk.,outputs/images/p0108/seed_3.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['laptop', 'desk', 'window', 'chair'], 'attributes': [{'object': 'laptop', 'attribute': 'silver'}, {'object': 'desk', 'attribute': 'wooden'}, {'object': 'window', 'attribute': 'large'}, {'object': 'chair', 'attribute': 'beige'}], 'relations': [{'subject': 'laptop', 'relation': 'on', 'object': 'desk'}, {'subject': 'window', 'relation': 'behind', 'object': 'desk'}, {'subject': 'chair', 'relation': 'beside', 'object': 'desk'}], 'count': [{'object': 'laptop', 'number': 1}, {'object': 'desk', 'number': 2}, {'object': 'chair', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.2742491364479065
p0109,seed_0,A white dog is beside a red suitcase.,outputs/images/p0109/seed_0.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['dog', 'suitcase'], 'attributes': [{'object': 'dog', 'attribute': 'white'}, {'object': 'suitcase', 'attribute': 'red'}, {'object': 'suitcase', 'attribute': 'brown'}], 'relations': [{'subject': 'dog', 'relation': 'beside', 'object': 'suitcase'}], 'count': [{'object': 'suitcase', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.35029131174087524
p0109,seed_1,A white dog is beside a red suitcase.,outputs/images/p0109/seed_1.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['dog', 'suitcase'], 'attributes': [{'object': 'dog', 'attribute': 'white'}, {'object': 'suitcase', 'attribute': 'red'}], 'relations': [{'subject': 'dog', 'relation': 'standing_beside', 'object': 'suitcase'}], 'count': [{'object': 'suitcase', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.355563223361969
p0109,seed_2,A white dog is beside a red suitcase.,outputs/images/p0109/seed_2.png,True,1.0,0.0,0.0,,,0.3333333333333333,"['attribute mismatch: dog should be white', 'attribute mismatch: suitcase should be red', 'relation mismatch: dog beside suitcase']","{'objects': ['suitcase', 'dog'], 'attributes': [{'object': 'suitcase', 'attribute': 'color', 'value': 'red'}, {'object': 'suitcase', 'attribute': 'size', 'value': 'large'}, {'object': 'suitcase', 'attribute': 'material', 'value': 'plastic'}, {'object': 'dog', 'attribute': 'color', 'value': 'white'}, {'object': 'dog', 'attribute': 'breed', 'value': 'small'}], 'relations': [{'subject': 'suitcase', 'relation': 'above', 'object': 'suitcase'}, {'subject': 'dog', 'relation': 'in_front_of', 'object': 'suitcase'}], 'count': [{'object': 'suitcase', 'number': 2}], 'ocr_text': [], 'uncertain': []}",0.36365780234336853
p0109,seed_3,A white dog is beside a red suitcase.,outputs/images/p0109/seed_3.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: dog beside suitcase'],"{'objects': ['dog', 'suitcase', 'basket', 'plant pot', 'wall'], 'attributes': [{'object': 'dog', 'attribute': 'white'}, {'object': 'suitcase', 'attribute': 'red'}, {'object': 'basket', 'attribute': 'brown'}, {'object': 'plant pot', 'attribute': 'white'}, {'object': 'wall', 'attribute': 'green'}], 'relations': [{'subject': 'dog', 'relation': 'standing_on', 'object': 'suitcase'}, {'subject': 'basket', 'relation': 'behind', 'object': 'dog'}, {'subject': 'plant pot', 'relation': 'in', 'object': 'basket'}, {'subject': 'wall', 'relation': 'behind', 'object': 'dog'}], 'count': [{'object': 'dog', 'number': 1}, {'object': 'suitcase', 'number': 1}, {'object': 'basket', 'number': 1}, {'object': 'plant pot', 'number': 1}, {'object': 'wall', 'number': 1}], 'ocr_text': [], 'uncertain': []}",0.3668244481086731
p0110,seed_0,A golden clock is above a blue sofa.,outputs/images/p0110/seed_0.png,True,1.0,1.0,0.0,,,0.6666666666666666,['relation mismatch: clock above sofa'],"{'objects': ['sofa', 'ottoman', 'chair', 'clock', 'cabinet', 'window', 'chandelier', 'rug', 'lamp', 'plant', 'vase', 'ceiling'], 'attributes': [{'object': 'sofa', 'color': 'blue'}, {'object': 'ottoman', 'color': 'blue'}, {'object': 'chair', 'color': 'blue'}, {'object': 'clock', 'color': 'gold'}, {'object': 'cabinet', 'color': 'beige'}, {'object': 'window', 'color': 'white'}, {'object': 'chandelier', 'color': 'gold'}, {'object': 'rug', 'color': 'beige'}, {'object': 'lamp', 'color': 'gold'}, {'object': 'plant', 'color': 'green'}, {'object': 'vase', 'color': 'white'}, {'object': 'ceiling', 'color': 'white'}], 'relations': [{'subject': 'sofa', 'relation': 'beside', 'object': 'ottoman'}, {'subject': 'ottoman', 'relation': 'in_front_of', 'object': 'sofa'}, {'subject': 'chair', 'relation': 'left_of', 'object': 'sofa'}, {'subject': 'clock', 'relation': 'right_of', 'object': 'cabinet'}, {'subject': 'cabinet', 'relation': 'behind', 'object': 'sofa'}, {'subject': 'window', 'relation': 'left_of', 'object': 'sofa'}, {'subject': 'chandelier', 'relation': 'above', 'object': 'sofa'}, {'subject': 'rug', 'relation': 'under', 'object': 'sofa'}, {'subject': 'lamp', 'relation': 'on', 'object': 'ottoman'}, {'subject': 'plant', 'relation': 'left_of', 'object': 'chair'}, {'subject': 'vase', 'relation': 'holding', 'object': 'plant'}, {'subject': 'ceiling', 'relation': 'above', 'object': 'sofa'}], 'count': [{'object': 'pillow', 'number': 4}, {'object': 'plant', 'number': 2}, {'object': 'vase', 'number': 2}], 'ocr_text': ['XII XI X IX VIII VII VI V IV III II I'], 'uncertain': []}",0.34192684292793274
p0110,seed_1,A golden clock is above a blue sofa.,outputs/images/p0110/seed_1.png,True,1.0,1.0,1.0,,,1.0,[],"{'objects': ['clock', 'couch', 'ottoman', 'side table', 'wall sconce', 'pillow'], 'attributes': [{'object': 'clock', 'color': 'gold'}, {'object': 'couch', 'color': 'blue'}, {'object': 'ottoman', 'color': 'beige'}, {'object': 'side table', 'color': 'brown'}, {'object': 'wall sconce', 'color': 'gold'}, {'object': 'pillow', 'color': 'gray'}], 'relations': [{'subject': 'clock', 'relation': 'above', 'object': 'couch'}, {'subject': 'ottoman', 'relation': 'in_front_of', 'object': 'couch'}, {'subject': 'side table', 'relation': 'beside', 'object': 'ottoman'}, {'subject': 'wall sconce', 'relation': 'right_of', 'object': 'couch'}], 'count': [{'object': 'pillow', 'number': 2}], 'ocr_text': ['XII', 'XI', 'X', 'IX', 'VIII', 'VII', 'VI', 'V', 'IV', 'III', 'II', 'I'], 'uncertain': []}",0.35550808906555176
